"D06RBL	DRUGCOMP	H. LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE, INCH. Lee Moffitt Cancer Center and Research Institute, University of Central Florida Research Foundation"
D04UUD	THERCLAS	Anticancer Agents
D00ITT	DRUGCOMP	MEMORIAL SLOAN-KETTERING CANCER CENTER THE ROCKEFELLER UNIVERSITY
D01XWG	THERCLAS	Anticancer Agents
D0Y7ZU	THERCLAS	Anticancer Agents
D02KBE	DRUGCOMP	Winship Cancer Institute
D06UTM	DRUGCOMP	National Cancer Institute (NCI)
D09DND	DRUGCOMP	National Cancer Institute (NCI)
D0VE1W	THERCLAS	Anticancer Agents
D00BCG	THERCLAS	Anticancer Agents
D04VWJ	THERCLAS	Anticancer Agents
D0YM8K	DRUGCOMP	National Cancer Institute
D0CN9Q	THERCLAS	Anticancer Agents
D09OZC	THERCLAS	Anticancer Agents
D0H0VW	DRUGCOMP	Dana-Farber Cancer Institute Inc
D0W7AB	DRUGCOMP	National Cancer Institute (NCI)
D0N2AM	DRUGCOMP	UNC Lineberger Comprehensive Cancer Center
D0WZ4J	THERCLAS	Anticancer Agents
D0JO9M	DRUGCOMP	National Cancer Institute (NCI)
D05ZCQ	THERCLAS	Anticancer Agents
D08UZA	DRUGCOMP	National Cancer Institute
D00TXZ	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
D09VMI	THERCLAS	Anticancer Agents
D06KZL	THERCLAS	Anticancer Agents
D02JFF	THERCLAS	Anticancer Agents
D04RLY	THERCLAS	Anticancer Agents
D0PY5I	DRUGCOMP	UNC Lineberger Comprehensive Cancer Center
D01UMT	THERCLAS	Anticancer Agents
D01YHO	DRUGCOMP	MD Anderson Cancer Center
D0T1GF	THERCLAS	Anticancer Agents
D06UVD	THERCLAS	Anticancer Agents
D09OOC	DRUGCOMP	National Cancer Institute
D0NP8B	DRUGCOMP	Imperial Cancer Research Technology Ltd
D02RPK	THERCLAS	Anticancer Agents
D03UVS	THERCLAS	Anticancer Agents
D0D4VN	DRUGCOMP	National Cancer Institute
D0O0YA	DRUGCOMP	Roswell Park Cancer Institute
DM6CE2	DRUGCOMP	Cancer Targeted Technologies
D04ZJG	THERCLAS	Anticancer Agents
D0BC2E	THERCLAS	Anticancer Agents
D0Y8OK	THERCLAS	Anticancer Agents
D0U5FF	THERCLAS	Anticancer Agents
"D05ELZ	DRUGCOMP	Bellicum Pharmaceuticals Houston, TXM.D. Anderson Cancer Center Houston, TX"
D0H0LK	DRUGCOMP	UNC Lineberger Comprehensive Cancer Center
"D0WM7M	DRUGCOMP	Kite PharmaSanta Monica, CA National Cancer Institute Bethesda, MD"
D0V9WF	THERCLAS	Anticancer Agents
D0G9YH	THERCLAS	Anticancer Agents
D00ZRS	DRUGCOMP	National Cancer Institute
D0NE3C	THERCLAS	Anticancer Agents
D0S6WW	DRUGCOMP	H Lee Moffitt Cancer Center and Research Institute
D0M1NS	DRUGCOMP	Cancer Targeted Technology Llc
D08RUN	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D0GA8I	DRUGCOMP	UNC Lineberger Comprehensive Cancer Center
D0M4BB	DRUGCOMP	Cancer Research UK
D0OB0F	THERCLAS	Anticancer Agents
D0I3QU	THERCLAS	Anticancer Agents
"D0CW9Q	DRUGCOMP	H. LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE, INC"
D04GJN	THERCLAS	Anticancer Agents
D08GYO	THERCLAS	Anticancer Agents
D0Y3ME	THERCLAS	Anticancer Agents
D03LRU	THERCLAS	Anticancer Agents
D0D1SG	THERCLAS	Anticancer Agents
D03NJY	THERCLAS	Anticancer Agents
D03OVA	DRUGCOMP	MD Anderson Cancer Center
D0B8UJ	THERCLAS	Anticancer Agents
D0C1WH	THERCLAS	Anticancer Agents
D0E9CD	THERCLAS	Anticancer Agents
"D0HM1V	DRUGCOMP	Masonic Cancer Center, University of Minnesota"
D05NJI	THERCLAS	Anticancer Agents
D0YB3W	THERCLAS	Anticancer Agents
D0O7BH	DRUGCOMP	MEMORIAL SLOAN-KETTERING CANCER CENTER THE ROCKEFELLER UNIVERSITY
D0N9DZ	DRUGCOMP	Faustus Forschungs Cie Translational Cancer Research GmbH
D04UZT	THERCLAS	Anticancer Agents
D05UGJ	THERCLAS	Anticancer Agents
"D0WZ8N	DRUGCOMP	DANA-FARBER CANCER INSTITUTE, INC"
D03QWG	DRUGCOMP	MD Anderson Cancer Center
D0P7KI	DRUGCOMP	Transtarget; barbara ann karmanos cancer institute
D01BWJ	DRUGCOMP	MD Anderson Cancer Center
"D0ZU8L	DRUGCOMP	DANA-FARBER CANCER INSTITUTE, INC"
"D0GR1X	DRUGCOMP	NATIONAL CANCER CENTER ANYGEN CO., LTD. KIM, Young-Chul LEE, Ju-Yeon KIM, Soo Youl LEE, Byung Il"
D0M4TF	DRUGCOMP	John Wayne Cancer Institute
D05PUD	THERCLAS	Anticancer Agents
D08DWM	DRUGCOMP	National Cancer Institute
D0O7VZ	DRUGCOMP	Case Comprehensive Cancer Center
D0C5VQ	THERCLAS	Anticancer Agents
D01NZT	DRUGCOMP	MD Anderson Cancer Center
D0R1XF	DRUGCOMP	National Cancer Institute
D01XDL	THERCLAS	Anticancer Agents
D06ZVO	THERCLAS	Anticancer Agents
D0SN9T	THERCLAS	Anticancer Agents
D01AHO	THERCLAS	Anticancer Agents
D00YPR	THERCLAS	Anticancer Agents
D01ZXW	THERCLAS	Anticancer Agents
D07HOB	THERCLAS	Anticancer Agents
D0B7EB	THERCLAS	Anticancer Agents
D01TVQ	THERCLAS	Anticancer Agents
D07XSN	THERCLAS	Anticancer Agents
"D0DD4I	DRUGCOMP	NEVADA CANCER INSTITUTE SHENZHEN GRADUATE SCHOOL OF PEKING UNIVERSITY ZHANG, Hui YE, Tao QUAN, Junmin WANG, Jing"
D02PMO	THERCLAS	Anticancer Agents
D0XT6W	DRUGCOMP	National Cancer Institute (NCI)
D0O0AF	DRUGCOMP	Fred Hutchinson Cancer Research Center
D0X0KJ	THERCLAS	Anticancer Agents
"D0NX1O	DRUGCOMP	NATIONAL CANCER CENTER KIM, Soo Youl"
D0V9BD	THERCLAS	Anticancer Agents
D0EJ6O	THERCLAS	Anticancer Agents
D04DBA	THERCLAS	Anticancer Agents
D0Q5NX	THERCLAS	Anticancer Agents
D0CT9C	THERCLAS	Anticancer Agents
D0Y3JR	THERCLAS	Anticancer Agents
D0Z9VY	THERCLAS	Anticancer Agents
D06AEO	THERCLAS	Anticancer Agents
D07FPY	THERCLAS	Anticancer Agents
D09DGE	DRUGCOMP	H Lee Moffitt Cancer Center and Research Institute
D00YXG	DRUGCOMP	National Cancer Institute (NCI)
D09XGB	THERCLAS	Anticancer Agents
"D0CH8Q	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED GRIGG, Ronald Ernest INMAN, Martyn PACKHAM, Graham"
D0I3VS	DRUGCOMP	National Cancer Institute
D06DCL	THERCLAS	Anticancer Agents
"D0AO8L	DRUGCOMP	Kite PharmaSanta Monica, CA National Cancer Institute Bethesda, MD"
D0J9UN	THERCLAS	Anticancer Agents
D0MS2T	DRUGCOMP	Fred Hutchinson Cancer Research Center
D0TC6X	DRUGCOMP	National Cancer Institute (NCI)
D0M7MR	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D0Y2NE	THERCLAS	Anticancer Agents
D09EXD	THERCLAS	Anticancer Agents
D06VLI	DRUGCOMP	Roswell Park Cancer Institute
D0P9RF	THERCLAS	Anticancer Agents
D0Q0RX	DRUGCOMP	Fred Hutchinson Cancer Research Center
D03SSE	THERCLAS	Anticancer Agents
D0R5RR	THERCLAS	Anticancer Agents
D0B6TW	THERCLAS	Anticancer Agents
D03QAU	DRUGCOMP	MEMORIAL SLOAN-KETTERING CANCER CENTER THE ROCKEFELLER UNIVERSITY
D02SOL	DRUGCOMP	Dana-Farber Cancer Institute Inc
D0GA0A	THERCLAS	Anticancer Agents
D0DH1H	DRUGCOMP	Cancer Research Technology Ltd
D0B2WQ	DRUGCOMP	Cancer Research Campaign
D09XZB	THERCLAS	Anticancer Agents
D0B8ZR	DRUGCOMP	Nanotherapeutics; national cancer institute
D0X5ZH	THERCLAS	Anticancer Agents
D0W5HK	THERCLAS	Anticancer Agents
D0QF0L	DRUGCOMP	Henan Cancer Hospital
D0M6DO	THERCLAS	Anticancer Agents
D07UFS	DRUGCOMP	Fred Hutchinson Cancer Research Center
D0W9CU	DRUGCOMP	H Lee Moffitt Cancer Center and Research Institute
D0T2UB	DRUGCOMP	MD Anderson Cancer Center
D09ZDY	DRUGCOMP	UNC Lineberger Comprehensive Cancer Center
D0J3OV	DRUGCOMP	H Lee Moffitt Cancer Center and Research Institute
D0U5HU	THERCLAS	Anticancer Agents
D0V7YA	THERCLAS	Anticancer Agents
"D0WN2Y	DRUGCOMP	Fuda Cancer Hospital, Guangzhou"
D0T4EA	DRUGCOMP	Roswell Park Cancer Institute
D02TLO	THERCLAS	Anticancer Agents
D07HRU	THERCLAS	Anticancer Agents
D0E4EP	DRUGCOMP	Dana-Farber Cancer Institute Inc
D07VIK	THERCLAS	Anticancer Agents
D07CWD	THERCLAS	Anticancer Agents
D0W1GP	DRUGCOMP	Fred Hutchinson Cancer Research Center
D0E1HF	DRUGCOMP	Faustus Forschungs Cie Translational Cancer Research GmbH
D0S4JK	THERCLAS	Anticancer Agents
D07KSG	THERCLAS	Anticancer Agents
D0S4XX	DRUGCOMP	Faustus Forschungs Cie Translational Cancer Research GmbH
D00BVJ	DRUGCOMP	Emd serono; national cancer institute
D01YGD	DRUGCOMP	Russian National Cancer Research Center
D0K6ES	DRUGCOMP	Cancer Research Technology Ltd
D03YVR	THERCLAS	Anticancer Agents
D01VWB	DRUGCOMP	National Cancer Institute
D0X4IH	DRUGCOMP	GE Healthcare; National Cancer Institute
"D0DK4I	DRUGCOMP	NATIONAL CANCER CENTER       KIM, Soo Youl     LEE, Chang Hoon"
D0J3DN	DRUGCOMP	National Cancer Institute (NCI)
"D04GVY	DRUGCOMP	H. Lee Moffitt Cancer Center and Research Institute, University of Central Florida Research Foundation"
D07PKU	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
"D0VB7F	DRUGCOMP	NEVADA CANCER INSTITUTE SHENZHEN GRADUATE SCHOOL OF PEKING UNIVERSITY ZHANG, Hui YE, Tao QUAN, Junmin WANG, Jing"
D0QE8K	DRUGCOMP	MD Anderson Cancer Center
D01UBX	THERCLAS	Anticancer Agents
D00HPD	THERCLAS	Anticancer Agents
D0D2YZ	DRUGCOMP	MD Anderson Cancer Center
D07SUG	THERCLAS	Anticancer Agents
D02QCM	THERCLAS	Anticancer Agents
D01AEF	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D01EUF	THERCLAS	Anticancer Agents
"D06KQG	DRUGCOMP	Fuda Cancer Hospital, Guangzhou"
D0I6UK	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
"D04JVY	DRUGCOMP	DANA-FARBER CANCER INSTITUTE, INC"
D0V2KR	DRUGCOMP	Immunomedics; Garden State Cancer Center; Immunomedics
D0S5BC	DRUGCOMP	Henan Cancer Hospital
D00MDP	THERCLAS	Anticancer Agents
D04RZD	THERCLAS	Anticancer Agents
D08SKH	THERCLAS	Anticancer Agents
D0IV4C	DRUGCOMP	MD Anderson Cancer Center
D0O5WP	THERCLAS	Anticancer Agents
D0I2AV	THERCLAS	Anticancer Agents
D02WLS	DRUGCOMP	Cancer Research Campaign; VaxOnco
D07NPS	THERCLAS	Anticancer Agents
D0C9XJ	THERCLAS	Anticancer Agents
D0MS3Z	THERCLAS	Anticancer Agents
D0D5KQ	THERCLAS	Anticancer Agents
D0A2RX	DRUGCOMP	Memorial Sloan Kettering Cancer Center
D0N3SH	DRUGCOMP	National Cancer Institute (NCI)
D0S0WN	THERCLAS	Anticancer Agents
D0Y0TQ	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D02JNC	DRUGCOMP	Henan Cancer Hospital
D04YIA	DRUGCOMP	MD Anderson Cancer Center
D0DU4T	DRUGCOMP	UNC Lineberger Comprehensive Cancer Center
D0SH3I	THERCLAS	Anticancer Agents
D0IT6Q	THERCLAS	Anticancer Agents
D09XOF	DRUGCOMP	Ludwig Institute for Cancer Research
D0W9MM	THERCLAS	Anticancer Agents
D0JO7Y	THERCLAS	Anticancer Agents
D02XNW	THERCLAS	Anticancer Agents
D07SYZ	THERCLAS	Anticancer Agents
D0XO4K	DRUGCOMP	Cancer Research Campaign Technology Ltd
D0Q9CY	THERCLAS	Anticancer Agents
D0W9NH	DRUGCOMP	National Cancer Institute (NCI)
D09YUK	DRUGCOMP	National Cancer Institute
D0J1GR	THERCLAS	Anticancer Agents
D0D1GF	THERCLAS	Anticancer Agents
"D01DBB	DRUGCOMP	DANA-FARBER CANCER INSTITUTE, INC"
D0P0WV	THERCLAS	Anticancer Agents
D0Z5OE	THERCLAS	Anticancer Agents
D0SO6T	DRUGCOMP	MEMORIAL SLOAN-KETTERING CANCER CENTER THE ROCKEFELLER UNIVERSITY
D00XEU	THERCLAS	Anticancer Agents
"D0AA5K	DRUGCOMP	Alpha Cancer Technologies Toronto, Canada"
D0II7M	DRUGCOMP	MD Anderson Cancer Center
D0W4HZ	THERCLAS	Anticancer Agents
D0JC7A	DRUGCOMP	National Cancer Institute
D0Y0SW	THERCLAS	Anticancer Agents
D0MF2V	DRUGCOMP	National Cancer Center (S. Korea)
"D0QE9E	DRUGCOMP	DANA FARBER CANCER INSTITUTE, INCDANA-FARBER CANCER INSTITUTE, INC WALENSKY, Loren, D. STEWART, Michelle, L. COHEN, Nicole"
D03JOA	DRUGCOMP	Fred Hutchinson Cancer Research Center
D0R7ID	THERCLAS	Anticancer Agents
D0E5XA	THERCLAS	Anticancer Agents
D09EFC	THERCLAS	Anticancer Agents
D0O9FH	DRUGCOMP	Fred Hutchinson Cancer Research Center
D0U0BN	DRUGCOMP	Fred Hutchinson Cancer Research Center
D0B9EJ	THERCLAS	Anticancer Agents
D0NP8M	DRUGCOMP	Ludwig Institute for Cancer Research
D05GJW	THERCLAS	Anticancer Agents
D06HKB	DRUGCOMP	National Cancer Institute
"D08JOC	DRUGCOMP	DANA-FARBER CANCER INSTITUTE, INC"
D07XYT	THERCLAS	Anticancer Agents
D0LB8B	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D00HCQ	THERCLAS	Anticancer Agents
D07XVN	THERCLAS	Anticancer Agents
D00ZHR	DRUGCOMP	AntiCancer Inc
D0K0YC	THERCLAS	Anticancer Agents
D0C9KQ	DRUGCOMP	MD Anderson Cancer Center; Novopharm Biotech
D03TJN	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D0O2UF	DRUGCOMP	National Cancer Institute
D02PGP	THERCLAS	Anticancer Agents
D05BYA	THERCLAS	Anticancer Agents
D0IZ8B	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED INSTITUTE OF CANCER RESEARCH: ROYAL CANCER HOSPITAL (THE)
D0SQ1W	THERCLAS	Anticancer Agents
D06UFH	DRUGCOMP	Stehlin Foundation For Cancer Research
D07NOI	THERCLAS	Anticancer Agents
D07PNT	THERCLAS	Anticancer Agents
D0O2XK	DRUGCOMP	Memorial Sloan Kettering Cancer Center
D0M3QT	DRUGCOMP	Cancer Research Technology Ltd
D0U4FF	THERCLAS	Anticancer Agents
D01ZRI	THERCLAS	Anticancer Agents
D01HTL	THERCLAS	Anticancer Agents
D0P1CE	THERCLAS	Anticancer Agents
D08CDI	THERCLAS	Anticancer Agents
D0V1KP	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D08QGR	DRUGCOMP	National Cancer Center (S. Korea)
D02VJY	THERCLAS	Anticancer Agents
D07RMX	THERCLAS	Anticancer Agents
D00UZR	THERCLAS	Anticancer Agents
D08FPM	THERCLAS	Anticancer Agents
D0G2QH	THERCLAS	Anticancer Agents
D0X7JR	THERCLAS	Anticancer Agents
D0G6QF	THERCLAS	Anticancer Agents
D0CS3A	DRUGCOMP	Henan Cancer Hospital
D0SX9C	DRUGCOMP	National Cancer Institute (NCI)
"D02ILH	DRUGCOMP	H. Lee Moffitt Cancer Center and Research Institute, University of Central Florida Research Foundation"
D0Q8ML	DRUGCOMP	Fred Hutchinson Cancer Research Center
D03MWM	DRUGCOMP	Dana-Farber Cancer Institute Inc
D00GNK	THERCLAS	Anticancer Agents
D07VLY	THERCLAS	Anticancer Agents
D0C6VV	THERCLAS	Anticancer Agents
D06JAL	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
"D0CH4O	DRUGCOMP	DANA-FARBER CANCER INSTITUTE, INC"
"D07CZI	DRUGCOMP	DANA-FARBER CANCER INSTITUTE, INC"
D05VVX	THERCLAS	Anticancer Agents
D0O2ZI	DRUGCOMP	National Cancer Institute
"D0TU0X	DRUGCOMP	H. Lee Moffitt Cancer Center and Research Institute, University of Central Florida Research Foundation"
D07YZQ	DRUGCOMP	Ichor Medical Systems; Memorial Sloan-Kettering Cancer Center
"D0EZ6C	DRUGCOMP	NATIONAL CANCER CENTER       KIM, Soo Youl     LEE, Chang Hoon"
D0K9ZU	DRUGCOMP	H Lee Moffitt Cancer Center and Research Institute
D0LU4N	DRUGCOMP	Kite pharma santa monica; national cancer institute
D0SC2J	THERCLAS	Anticancer Agents
D07DIM	THERCLAS	Anticancer Agents
D08RMJ	THERCLAS	Anticancer Agents
"D0FV9Z	DRUGCOMP	THE BROAD INSTITUTE, INC. DANA-FARBER CANCER INSTITUE, INC. THE GENERAL HOSPITAL CORPORATION D/B/A"
D07HPJ	THERCLAS	Anticancer Agents
D0J3VV	DRUGCOMP	Cancer Research Technology Ltd
D0I5GS	DRUGCOMP	UNC Lineberger Comprehensive Cancer Center
D08KOD	THERCLAS	Anticancer Agents
D0X2JM	THERCLAS	Anticancer Agents
"D0S7NE	DRUGCOMP	PRESIDENT AND FELLOWS OF HARVARD COLLEGE DANA-FARBER CANCER INSTITUTE, INC. TANG, Weiping BRADNER, James, Elliot SCHREIBER, Stuart, L"
D0U3YB	THERCLAS	Anticancer Agents
D0T3AD	THERCLAS	Anticancer Agents
D06PDT	DRUGCOMP	National Cancer Institute
D07KON	DRUGCOMP	ASTRAZENECA AB CANCER RESEARCH TECHNOLOGY LIMITED
D01MZJ	THERCLAS	Anticancer Agents
D00JJW	THERCLAS	Anticancer Agents
D0ZY3E	THERCLAS	Anticancer Agents
D0AZ3C	THERCLAS	Anticancer Agents
D0B3GX	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
D0N5OV	THERCLAS	Anticancer Agents
D02ZUO	THERCLAS	Anticancer Agents
D0JZ5Y	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D0R4ZT	THERCLAS	Anticancer Agents
D06CNP	THERCLAS	Anticancer Agents
D03GHV	DRUGCOMP	MD Anderson Cancer Center
D07OZR	THERCLAS	Anticancer Agents
D05CPS	DRUGCOMP	National Cancer Institute
D0TW3L	DRUGCOMP	Barbara Ann Karmanos Cancer Institute
"D08NZG	DRUGCOMP	Humanigen Brisbane, CA Olivia Newton-John Cancer Research Institute Heidelberg, Australia"
D08RJY	DRUGCOMP	National Cancer Institute (NCI)
D0PH6Z	DRUGCOMP	M.D. Anderson Cancer Center
D0P6YL	DRUGCOMP	Ludwig Institute for Cancer Research
D0Z8GD	DRUGCOMP	Fred Hutchinson Cancer Research Center
D05IIP	DRUGCOMP	National Cancer Institute
D0G0IZ	THERCLAS	Anticancer Agents
D0Z7MJ	THERCLAS	Anticancer Agents
D02IIL	THERCLAS	Anticancer Agents
D0M1OX	DRUGCOMP	National Cancer Institute
D0T3BX	DRUGCOMP	Cancer Research Technology Ltd
D06SRX	DRUGCOMP	MD Anderson Cancer Center
D0X5XU	THERCLAS	Anticancer Agents
D0Q8PF	DRUGCOMP	National Cancer Institute
D0UC6H	THERCLAS	Anticancer Agents
D05PZB	THERCLAS	Anticancer Agents
D03SRY	THERCLAS	Anticancer Agents
D05VZE	THERCLAS	Anticancer Agents
D06RQU	THERCLAS	Anticancer Agents
D02LPF	THERCLAS	Anticancer Agents
"D0W8WG	DRUGCOMP	Fuda Cancer Hospital, Guangzhou"
D00OCB	THERCLAS	Anticancer Agents
D0VA1R	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
"D0PG5N	DRUGCOMP	DANA-FARBER CANCER INSTITUTE, INC"
D0Y4GO	THERCLAS	Anticancer Agents
D07DTV	THERCLAS	Anticancer Agents
D0XT6W	THERCLAS	Anticancer Agents
"D08ETA	DRUGCOMP	H. LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE, INCH. Lee Moffitt Cancer Center and Research Institute, University of Central Florida Research Foundation"
D0V1UW	THERCLAS	Anticancer Agents
D09UZO	THERCLAS	Anticancer Agents
D03WQS	THERCLAS	Anticancer Agents
D03KAC	THERCLAS	Anticancer Agents
D08IKV	DRUGCOMP	Ludwig Institute for Cancer Research
"D0QX3G	DRUGCOMP	THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK SLOAN-KETTERING INSTITUTE FOR CANCER RESEARCH BRESLOW, Ronald MARKS, Paul, A"
D01WCU	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
D08WBF	THERCLAS	Anticancer Agents
D0D3DU	THERCLAS	Anticancer Agents
D0G5WV	DRUGCOMP	Kite pharma santa monica; national cancer institute
D0N7FD	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D07POC	THERCLAS	Anticancer Agents
D0GL7H	DRUGCOMP	Hana Biosciences; Dana-Farber Cancer Institute Inc
D0S7DV	THERCLAS	Anticancer Agents
D0W0BF	THERCLAS	Anticancer Agents
D07TMJ	DRUGCOMP	Memorial Sloan Kettering Cancer Center
D0CY1B	THERCLAS	Anticancer Agents
D03BQD	THERCLAS	Anticancer Agents
D09AFV	DRUGCOMP	H Lee Moffitt Cancer Center and Research Institute
D06YSP	THERCLAS	Anticancer Agents
