"T17134	FUNCTION	Phosphorylates PTK2/FAK1. Regulates both cell death/survival balance and positional information. Required for the molecular mechanisms orchestration during intestine organogenesis; involved in the development of enteric nervous system and renal organogenesis during embryonic life, and promotes the formation of Peyer's patch-like structures, a major component of the gut-associated lymphoid tissue. Modulates cell adhesion via its cleavage by caspase in sympathetic neurons and mediates cell migration in an integrin (e. g. ITGB1 and ITGB3)-dependent manner. Involved in the development of the neural crest. Active in the absence of ligand, triggering apoptosis through a mechanism that requires receptor intracellular caspase cleavage. Acts as a dependence receptor; in the presence of the ligand GDNF in somatotrophs (within pituitary), promotes survival and down regulates growth hormone (GH) production, but triggers apoptosis in absence of GDNF. Regulates nociceptor survival and size. Triggers the differentiation of rapidly adapting (RA) mechanoreceptors. Mediator of several diseases such as neuroendocrine cancers; these diseases are characterized by aberrant integrins-regulated cell migration. Mediates, through interaction with GDF15-receptor GFRAL, GDF15-induced cell-signaling in the brainstem which induces inhibition of food-intake. Activates MAPK- and AKT-signaling pathways. Isoform 1 in complex with GFRAL induces higher activation of MAPK-signaling pathway than isoform 2 in complex with GFRAL. Receptor tyrosine-protein kinase involved in numerous cellular mechanisms including cell proliferation, neuronal navigation, cell migration, and cell differentiation upon binding with glial cell derived neurotrophic factor family ligands."
T31032	KEGGPATH	hsa05223:Non-small cell lung cancer
D0DV4X	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
T46365	WIKIPATH	WP615:Senescence and Autophagy in Cancer
D0W1GP	DRUGCOMP	Fred Hutchinson Cancer Research Center
T03818	KEGGPATH	hsa05200:Pathways in cancer
T69991	WIKIPATH	WP2446:Retinoblastoma (RB) in Cancer
T15823	TARGNAME	Breast cancer type 2 susceptibility protein (BRCA2)
T23003	KEGGPATH	hsa05212:Pancreatic cancer
D0R5RR	THERCLAS	Anticancer Agents
D0XO4K	DRUGCOMP	Cancer Research Campaign Technology Ltd
T14597	KEGGPATH	hsa05206:MicroRNAs in cancer
T40097	KEGGPATH	hsa05200:Pathways in cancer
D0O0AF	DRUGCOMP	Fred Hutchinson Cancer Research Center
T85943	WIKIPATH	WP2377:Integrated Pancreatic Cancer Pathway
T58970	KEGGPATH	hsa05200:Pathways in cancer
T82051	KEGGPATH	hsa05213:Endometrial cancer
T09935	KEGGPATH	hsa05215:Prostate cancer
T85025	WIKIPATH	WP2864:Apoptosis-related network due to altered Notch3 in ovarian cancer
T97155	WIKIPATH	WP1984:Integrated Breast Cancer Pathway
T59328	KEGGPATH	hsa05213:Endometrial cancer
T69085	WIKIPATH	WP2377:Integrated Pancreatic Cancer Pathway
T70176	KEGGPATH	hsa05200:Pathways in cancer
T42928	KEGGPATH	hsa05200:Pathways in cancer
D01LFC	DRUGCOMP	National Cancer Institute
T15068	KEGGPATH	hsa05202:Transcriptional misregulation in cancer
T71266	KEGGPATH	hsa05210:Colorectal cancer
T56510	KEGGPATH	hsa05202:Transcriptional misregulation in cancer
D05VVX	THERCLAS	Anticancer Agents
T31309	KEGGPATH	hsa05206:MicroRNAs in cancer
T03871	KEGGPATH	hsa05200:Pathways in cancer
"D0S7NE	DRUGCOMP	PRESIDENT AND FELLOWS OF HARVARD COLLEGE DANA-FARBER CANCER INSTITUTE, INC. TANG, Weiping BRADNER, James, Elliot SCHREIBER, Stuart, L"
T23003	WIKIPATH	WP2377:Integrated Pancreatic Cancer Pathway
T95913	KEGGPATH	hsa05200:Pathways in cancer
D0I2AV	THERCLAS	Anticancer Agents
D0OL6O	THERCLAS	Anticancer Agents
T10252	WIKIPATH	WP615:Senescence and Autophagy in Cancer
D0Z1NY	THERCLAS	Anticancer Agents
T57718	SYNONYMS	MAGEE1 antigen; MAGEE1; MAGEC2 antigen; MAGE-E1 antigen; MAGE-C2 antigen; Hepatocellular carcinomaassociated antigen 587; Hepatocellular carcinoma-associated antigen 587; HCA587; Cancer/testis antigen 10; CT10
T94085	KEGGPATH	hsa05200:Pathways in cancer
DH5S6Z	DRUGCOMP	Cancer Targeted Technology
T39797	KEGGPATH	hsa05200:Pathways in cancer
D05ZCQ	THERCLAS	Anticancer Agents
T93903	WIKIPATH	WP2377:Integrated Pancreatic Cancer Pathway
T36121	KEGGPATH	hsa05222:Small cell lung cancer
D00ITT	DRUGCOMP	MEMORIAL SLOAN-KETTERING CANCER CENTER THE ROCKEFELLER UNIVERSITY
D0D1GF	THERCLAS	Anticancer Agents
T47107	KEGGPATH	hsa05200:Pathways in cancer
T52316	KEGGPATH	hsa05215:Prostate cancer
T69085	WIKIPATH	WP2263:Prostate Cancer
T77344	SYNONYMS	LSM1; Cancer-associated Sm-like (CaSm) oncogene; Cancer-associated Sm-like; CaSm
T57943	KEGGPATH	hsa05210:Colorectal cancer
D0JO7Y	THERCLAS	Anticancer Agents
T82051	KEGGPATH	hsa05216:Thyroid cancer
T53389	REACPATH	R-HSA-3656535:TGFBR1 LBD Mutants in Cancer
D03KAC	THERCLAS	Anticancer Agents
T12355	KEGGPATH	hsa05200:Pathways in cancer
T96788	KEGGPATH	hsa05215:Prostate cancer
T12355	KEGGPATH	hsa05216:Thyroid cancer
T22658	WIKIPATH	WP2828:Bladder Cancer
T20761	KEGGPATH	hsa05206:MicroRNAs in cancer
T53904	KEGGPATH	hsa05200:Pathways in cancer
"T44861	FUNCTION	Negatively regulates B cell proliferation and also has an important function in self-antigen induced B cell tolerance induction. Upon DNA damage, activates the promoter of the death-promoting transcription factor BCLAF1/Btf to trigger BCLAF1-mediated p53/TP53 gene transcription and apoptosis. In response to oxidative stress, interact with and activate CHUK/IKKA in the nucleus, causing the phosphorylation of p53/TP53. In the case of ER stress or DNA damage-induced apoptosis, can form a complex with the tyrosine-protein kinase ABL1 which trigger apoptosis independently of p53/TP53. In cytosol can trigger apoptosis by activating MAPK11 or MAPK14, inhibiting AKT1 and decreasing the level of X-linked inhibitor of apoptosis protein (XIAP), whereas in nucleus induces apoptosis via the activation of MAPK8 or MAPK9. Upon ionizing radiation treatment, is required for the activation of the apoptosis regulators BAX and BAK, which trigger the mitochondrial cell death pathway. Can phosphorylate MCL1 and target it for degradation which is sufficient to trigger for BAX activation and apoptosis. Is required for the control of cell cycle progression both at G1/S and G2/M phases. Mediates phorbol 12-myristate 13-acetate (PMA)-induced inhibition of cell cycle progression at G1/S phase by up-regulating the CDK inhibitor CDKN1A/p21 and inhibiting the cyclin CCNA2 promoter activity. In response to UV irradiation can phosphorylate CDK1, which is important for the G2/M DNA damage checkpoint activation. Can protect glioma cells from the apoptosis induced by TNFSF10/TRAIL, probably by inducing increased phosphorylation and subsequent activation of AKT1. Is highly expressed in a number of cancer cells and promotes cell survival and resistance against chemotherapeutic drugs by inducing cyclin D1 (CCND1) and hyperphosphorylation of RB1, and via several pro-survival pathways, including NF-kappa-B, AKT1 and MAPK1/3 (ERK1/2). Can also act as tumor suppressor upon mitogenic stimulation with PMA or TPA. In N-formyl-methionyl-leucyl-phenylalanine (fMLP)-treated cells, is required for NCF1 (p47-phox) phosphorylation and activation of NADPH oxidase activity, and regulates TNF-elicited superoxide anion production in neutrophils, by direct phosphorylation and activation of NCF1 or indirectly through MAPK1/3 (ERK1/2) signaling pathways. May also play a role in the regulation of NADPH oxidase activity in eosinophil after stimulation with IL5, leukotriene B4 or PMA. In collagen-induced platelet aggregation, acts a negative regulator of filopodia formation and actin polymerization by interacting with and negatively regulating VASP phosphorylation. Downstream of PAR1, PAR4 and CD36/GP4 receptors, regulates differentially platelet dense granule secretion; acts as a positive regulator in PAR-mediated granule secretion, whereas it negatively regulates CD36/GP4-mediated granule release. Phosphorylates MUC1 in the C-terminal and regulates the interaction between MUC1 and beta-catenin. The catalytic subunit phosphorylates 14-3-3 proteins (YWHAB, YWHAZ and YWHAH) in a sphingosine-dependent fashion. Phosphorylates ELAVL1 in response to angiotensin-2 treatment. Calcium-independent, phospholipid- and diacylglycerol (DAG)-dependent serine/threonine-protein kinase that plays contrasting roles in cell death and cell survival by functioning as a pro-apoptotic protein during DNA damage-induced apoptosis, but acting as an anti-apoptotic protein during cytokine receptor-initiated cell death, is involved in tumor suppression as well as survival of several cancers, is required for oxygen radical production by NADPH oxidase and acts as positive or negative regulator in platelet functional responses."
T35940	KEGGPATH	hsa05200:Pathways in cancer
"D02ILH	DRUGCOMP	H. Lee Moffitt Cancer Center and Research Institute, University of Central Florida Research Foundation"
T10052	KEGGPATH	hsa05200:Pathways in cancer
D00BCG	THERCLAS	Anticancer Agents
T91149	KEGGPATH	hsa05212:Pancreatic cancer
D01AEF	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
T97821	SYNONYMS	ZAK; Sterile alpha motif- and leucine zipper-containing kinase AZK; Mixed lineage kinase-related kinase; Mitogen-activated protein kinase kinase kinase MLT; Mitogen-activated protein kinase kinase kinase 20; MRK; MLTK; MLK-like mitogen-activated protein triple kinase; Leucine zipper- and sterile alpha motif-containing kinase; Human cervical cancer suppressor gene 4 protein; HCCS4; HCCS-4
T70977	KEGGPATH	hsa05213:Endometrial cancer
T15739	KEGGPATH	hsa05202:Transcriptional misregulation in cancer
T93903	KEGGPATH	hsa05212:Pancreatic cancer
D0W4HZ	THERCLAS	Anticancer Agents
D0Z9VY	THERCLAS	Anticancer Agents
T15739	WIKIPATH	WP1984:Integrated Breast Cancer Pathway
T47101	KEGGPATH	hsa05200:Pathways in cancer
T67103	KEGGPATH	hsa05205:Proteoglycans in cancer
T08074	KEGGPATH	hsa05231:Choline metabolism in cancer
T25703	KEGGPATH	hsa05206:MicroRNAs in cancer
T20178	WIKIPATH	WP2864:Apoptosis-related network due to altered Notch3 in ovarian cancer
T19579	KEGGPATH	hsa05202:Transcriptional misregulation in cancer
D0G3PI	THERCLAS	Anticancer Agents
D0G2QH	THERCLAS	Anticancer Agents
D04WFL	THERCLAS	Anticancer Agents
T22658	WIKIPATH	WP615:Senescence and Autophagy in Cancer
"D0VB7F	DRUGCOMP	NEVADA CANCER INSTITUTE SHENZHEN GRADUATE SCHOOL OF PEKING UNIVERSITY ZHANG, Hui YE, Tao QUAN, Junmin WANG, Jing"
T37434	KEGGPATH	hsa05202:Transcriptional misregulation in cancer
T67619	KEGGPATH	hsa05223:Non-small cell lung cancer
T58479	WIKIPATH	WP2377:Integrated Pancreatic Cancer Pathway
T36121	KEGGPATH	hsa05230:Central carbon metabolism in cancer
T96788	KEGGPATH	hsa05223:Non-small cell lung cancer
"T04894	FUNCTION	Signals through binding and activation of CCR6 and induces a strong chemotactic response and mobilization of intracellular calcium ions. The ligand-receptor pair CCL20-CCR6 is responsible for the chemotaxis of dendritic cells (DC), effector/memory T-cells and B-cells and plays an important role at skin and mucosal surfaces under homeostatic and inflammatory conditions, as well as in pathology, including cancer and various autoimmune diseases. CCL20 acts as a chemotactic factor that attracts lymphocytes and, slightly, neutrophils, but not monocytes. Involved in the recruitment of both the proinflammatory IL17 producing helper T-cells (Th17) and the regulatory T-cells (Treg) to sites of inflammation. Required for optimal migration of thymic natural regulatory T cells (nTregs) and DN1 early thymocyte progenitor cells. C-terminal processed forms have been shown to be equally chemotactically active for leukocytes. Positively regulates sperm motility and chemotaxis via its binding to CCR6 which triggers Ca2+ mobilization in the sperm which is important for its motility. Inhibits proliferation of myeloid progenitors in colony formation assays. May be involved in formation and function of the mucosal lymphoid tissues by attracting lymphocytes and dendritic cells towards epithelial cells. Possesses antibacterial activity towards E. coli ATCC 25922 and S. aureus ATCC 29213. Acts as a ligand for C-C chemokine receptor CCR6."
"T48945	FUNCTION	Active in progenitor and cancer cells. Inactive, or very low activity, in normal somatic cells. Catalytic component of the teleromerase holoenzyme complex whose main activity is the elongation of telomeres by acting as a reverse transcriptase that adds simple sequence repeats to chromosome ends by copying a template sequence within the RNA component of the enzyme. Catalyzes the RNA-dependent extension of 3'-chromosomal termini with the 6-nucleotide telomeric repeat unit, 5'-TTAGGG-3'. The catalytic cycle involves primer binding, primer extension and release of product once the template boundary has been reached or nascent product translocation followed by further extension. More active on substrates containing 2 or 3 telomeric repeats. Telomerase activity is regulated by a number of factors including telomerase complex-associated proteins, chaperones and polypeptide modifiers. Modulates Wnt signaling. Plays important roles in aging and antiapoptosis. Telomerase is a ribonucleoprotein enzyme essential for the replication of chromosome termini in most eukaryotes."
D0Y1FO	DRUGCOMP	SuperGen; Clayton Foundation For Research; MD Anderson Cancer Center
T82795	WIKIPATH	WP2377:Integrated Pancreatic Cancer Pathway
T52719	SYNONYMS	PAGE-5; P antigen family member 5; GAGEE1; G antigen family E member 1; Cancer/testis antigen 16.1; CT16.1
T85651	KEGGPATH	hsa05206:MicroRNAs in cancer
T97257	WIKIPATH	WP615:Senescence and Autophagy in Cancer
T31032	KEGGPATH	hsa05205:Proteoglycans in cancer
T23276	WIKIPATH	WP2868:TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer
T00176	KEGGPATH	hsa05200:Pathways in cancer
T55610	KEGGPATH	hsa05230:Central carbon metabolism in cancer
T35940	KEGGPATH	hsa05231:Choline metabolism in cancer
T20178	KEGGPATH	hsa05205:Proteoglycans in cancer
T67619	KEGGPATH	hsa05215:Prostate cancer
T40097	WIKIPATH	WP2263:Prostate Cancer
T52316	WIKIPATH	WP2446:Retinoblastoma (RB) in Cancer
T71268	WIKIPATH	WP1984:Integrated Breast Cancer Pathway
T45794	FUNCTION	Ligand-independent coactivator of the peroxisome proliferator-activated receptor (PPAR) gamma. Enhances the androgen receptor transcriptional activity in prostate cancer cells.
"T30829	FUNCTION	Required for chromosome segregation at metaphase-anaphase transition, robust mitotic spindle formation and cytokinesis. Phosphorylates ATF4, CIR1, PTN, RAD26L, RBBP6, RPS7, RPS6KB1, TRIP4, STAT3 and histones H1 and H3. Phosphorylates KIF11 to promote mitotic spindle formation. Involved in G2/M phase cell cycle arrest induced by DNA damage. Inhibition of activity results in apoptosis. May contribute to tumorigenesis by suppressing p53/TP53-induced cancer cell senescence. Protein kinase which plays an important role in mitotic cell cycle progression."
"D0WN2Y	DRUGCOMP	Fuda Cancer Hospital, Guangzhou"
T52227	WIKIPATH	WP2377:Integrated Pancreatic Cancer Pathway
D0X4RS	THERCLAS	Anticancer Agents
T67363	KEGGPATH	hsa05205:Proteoglycans in cancer
T59479	KEGGPATH	hsa05222:Small cell lung cancer
T58454	KEGGPATH	hsa05200:Pathways in cancer
T75716	KEGGPATH	hsa05200:Pathways in cancer
T87675	WIKIPATH	WP1984:Integrated Breast Cancer Pathway
T79157	REACPATH	R-HSA-2219530:Constitutive Signaling by Aberrant PI3K in Cancer
D09OQV	DRUGCOMP	National Cancer Institute (NCI)
T47107	KEGGPATH	hsa05231:Choline metabolism in cancer
T44771	KEGGPATH	hsa05212:Pancreatic cancer
T32880	KEGGPATH	hsa05200:Pathways in cancer
D0WZ4J	THERCLAS	Anticancer Agents
D00GNK	THERCLAS	Anticancer Agents
T10052	WIKIPATH	WP2377:Integrated Pancreatic Cancer Pathway
T95594	REACPATH	R-HSA-2219530:Constitutive Signaling by Aberrant PI3K in Cancer
T13057	KEGGPATH	hsa05205:Proteoglycans in cancer
T65864	WIKIPATH	WP2263:Prostate Cancer
D00OCB	THERCLAS	Anticancer Agents
T57059	KEGGPATH	hsa05206:MicroRNAs in cancer
T14597	KEGGPATH	hsa05215:Prostate cancer
T74312	KEGGPATH	hsa05200:Pathways in cancer
D0PW4N	THERCLAS	Anticancer Agents
D0MS2T	DRUGCOMP	Fred Hutchinson Cancer Research Center
T67849	KEGGPATH	hsa05223:Non-small cell lung cancer
T33425	KEGGPATH	hsa05213:Endometrial cancer
T49989	REACPATH	R-HSA-3656535:TGFBR1 LBD Mutants in Cancer
T18876	KEGGPATH	hsa05200:Pathways in cancer
T12355	WIKIPATH	WP2377:Integrated Pancreatic Cancer Pathway
T85574	KEGGPATH	hsa05200:Pathways in cancer
T63505	KEGGPATH	hsa05200:Pathways in cancer
T73097	DRUGINFO	D0U0NS	Myeloma cancer vaccine	Phase 2
T82795	KEGGPATH	hsa05215:Prostate cancer
